iter	Logloss
570	0.3339557799
571	0.3339268735
572	0.3338793931
573	0.3338485138
574	0.333629526
575	0.3335932722
576	0.3335032057
577	0.3332442423
578	0.3331959669
579	0.333050653
580	0.332914433
581	0.3327893504
582	0.3327273227
583	0.3326786279
584	0.3326422354
585	0.3324041326
586	0.3322786557
587	0.33200443
588	0.3319250748
589	0.3318895057
590	0.3316967664
591	0.331637874
592	0.3315630638
593	0.3314755516
594	0.331446665
595	0.3312323388
596	0.3310089225
597	0.3309477854
598	0.3308990663
599	0.330867649
600	0.3307145646
601	0.3304694588
602	0.330433853
603	0.3303073296
604	0.3302361678
605	0.3300798652
606	0.3300411231
607	0.3300079421
608	0.3298459792
609	0.3298025101
610	0.32976997
611	0.3296547668
612	0.3294473163
613	0.3294108776
614	0.3293779224
615	0.3292822739
616	0.3292066141
617	0.3291158471
618	0.3290060666
619	0.3289077781
620	0.3288061761
621	0.3286679531
622	0.3286300055
623	0.3285527174
624	0.3283458124
625	0.3282861488
626	0.3281553162
627	0.3281014846
628	0.3280851247
629	0.3280317083
630	0.3278569259
631	0.3278221582
632	0.3277902782
633	0.3277051864
634	0.3276659431
635	0.3276302342
636	0.3276043451
637	0.3275146252
638	0.3271383831
639	0.3271111289
640	0.3269062228
641	0.3268700411
642	0.3268327851
643	0.3266155894
644	0.3265641742
645	0.3264918434
646	0.326325553
647	0.3260884486
648	0.3260323897
649	0.3258783292
650	0.3258310598
651	0.3257639177
652	0.3256055952
653	0.3255692666
654	0.3255313888
655	0.3252915874
656	0.3252565761
657	0.3252122118
658	0.3251383912
659	0.3250609653
660	0.324991199
661	0.3248196052
662	0.3247256203
663	0.3245012455
664	0.3244610181
665	0.324220418
666	0.3239634473
667	0.3239078246
668	0.3238683097
669	0.3237726813
670	0.3236478071
671	0.3236008317
672	0.323559067
673	0.3235249802
674	0.3234672057
675	0.3234326017
676	0.3233728181
677	0.3233372364
678	0.3232895345
679	0.3231965411
680	0.3230876767
681	0.3230247694
682	0.3228742338
683	0.3225203104
684	0.322482373
685	0.3224493745
686	0.3223743756
687	0.322309557
688	0.3222750474
689	0.3222372553
690	0.3221049829
691	0.3220562534
692	0.3219839326
693	0.3219453343
694	0.3217981968
695	0.3216072723
696	0.3215562338
697	0.3215362032
698	0.3214250027
699	0.3213578227
700	0.3213090433
701	0.3212698354
702	0.3212371725
703	0.3211625955
704	0.3211359145
705	0.3210698132
706	0.3208921297
707	0.3208384856
708	0.3207628842
709	0.3206462832
710	0.3206059424
711	0.3205677737
712	0.3203065516
713	0.3202415046
714	0.320202461
715	0.3201317079
716	0.320080991
717	0.3198754054
718	0.3197885326
719	0.3197453923
720	0.3196813046
721	0.3194158432
722	0.3192995644
723	0.3192576526
724	0.3192270074
725	0.3191569266
726	0.3190997546
727	0.3189175399
728	0.3188724364
729	0.3188238232
730	0.3188037195
731	0.3187252781
732	0.3186138518
733	0.3185676559
734	0.3185294018
735	0.3184195648
736	0.3182506628
737	0.3182164863
738	0.3181411352
739	0.3181079429
740	0.3180672059
741	0.3180219676
742	0.3179728171
743	0.3179324287
744	0.317703707
745	0.3176719901
746	0.3176307131
747	0.3175775178
748	0.3174590915
749	0.3174208044
750	0.3173755038
751	0.3172280118
752	0.3171986082
753	0.3171547389
754	0.3170992203
755	0.3170568638
756	0.3170179376
757	0.3169493578
758	0.3167881914
759	0.3167553458
760	0.3167202065
761	0.3166726974
762	0.3165112402
763	0.3163286834
764	0.3162928839
765	0.3162524793
766	0.3161366946
767	0.3161019724
768	0.3159368916
769	0.3158717076
770	0.3158360261
771	0.3157891048
772	0.3157654889
773	0.3157485738
774	0.3157262313
775	0.3156452142
776	0.3155922803
777	0.3154305517
778	0.3153532963
779	0.31532439
780	0.3152515579
781	0.3151639427
782	0.3151223343
783	0.3150846824
784	0.3150603183
785	0.3148075481
786	0.3147441097
787	0.314625297
788	0.3143102779
789	0.3142676511
790	0.3142293339
791	0.3142015643
792	0.3141560761
793	0.3141184434
794	0.3140868099
795	0.3140523989
796	0.3140185432
797	0.3138233002
798	0.3137928964
799	0.3137588885
800	0.3137225517
801	0.3135625007
802	0.3135310974
803	0.3133686368
804	0.313341607
805	0.313306188
806	0.3132633464
807	0.3131862644
808	0.3131524223
809	0.3131203545
810	0.3130840245
811	0.3130491549
812	0.3129998691
813	0.3129614788
814	0.3129271087
815	0.3128987011
816	0.3128333253
817	0.3127991892
818	0.3127693068
819	0.3127368412
820	0.3124847507
821	0.3124438653
822	0.3124192461
823	0.3123814952
824	0.3123457885
825	0.3122016163
826	0.3121588475
827	0.3121292607
828	0.3119483759
829	0.311907236
830	0.311871121
831	0.311831992
832	0.3117934726
833	0.3117507223
834	0.3117030275
835	0.3116645724
836	0.3116266803
837	0.3115939923
838	0.3113800777
839	0.3112640918
840	0.3112115636
841	0.3111616853
842	0.3111205874
843	0.3110855354
844	0.310986331
845	0.3109310869
846	0.3108773298
847	0.3108483003
848	0.3108075514
849	0.3107750129
850	0.3107257797
851	0.3106926714
852	0.3106630211
853	0.3106343537
854	0.3105943676
855	0.3105406674
856	0.3105079674
857	0.3104629729
858	0.3104210499
859	0.3103853912
860	0.3103437679
861	0.310297052
862	0.3101553852
863	0.3101160605
864	0.3100521773
865	0.3100139257
866	0.3099865097
867	0.3099513592
868	0.3099229279
869	0.3098774416
870	0.3098479662
871	0.309805488
872	0.3096749828
873	0.3096449568
874	0.309533812
875	0.3095034552
876	0.3094647831
877	0.309430779
878	0.3093990663
879	0.3093690049
880	0.309294858
881	0.3092691362
882	0.3092300313
883	0.3091867286
884	0.30916245
885	0.3091323935
886	0.3091003338
887	0.3090684283
888	0.3089245206
889	0.3088852263
890	0.3088441088
891	0.3088119223
892	0.3087329042
893	0.308641098
894	0.308618037
895	0.3085873199
896	0.3085567583
897	0.3085251604
898	0.3084892522
899	0.3084506798
900	0.3084167386
901	0.3083763057
902	0.3083506131
903	0.3083154198
904	0.3082792116
905	0.308242413
906	0.3081929872
907	0.3081641845
908	0.3081193693
909	0.3080872161
910	0.3080511579
911	0.3080093317
912	0.307971069
913	0.3079318945
914	0.3078986059
915	0.3078635965
916	0.3076681027
917	0.3076336815
918	0.3075887548
919	0.3075403049
920	0.30750767
921	0.3074706377
922	0.3073667362
923	0.3071926805
924	0.3071556051
925	0.3070767982
926	0.3070379978
927	0.3069953582
928	0.3068394468
929	0.3068047474
930	0.3067629422
931	0.3067279073
932	0.3066876871
933	0.3066559837
934	0.306617207
935	0.3065884696
936	0.3065565521
937	0.3065214005
938	0.306491922
939	0.3062865975
940	0.3062518865
941	0.306216896
942	0.306181373
943	0.3061314451
944	0.3060958369
945	0.3060637557
946	0.306031079
947	0.3059816972
948	0.3059472972
949	0.3059071808
950	0.3058722458
951	0.3058374291
952	0.3058008979
953	0.3057663267
954	0.3057269083
955	0.3056978052
956	0.3056609338
957	0.3056246051
958	0.3055601228
959	0.3055314674
960	0.3054969603
961	0.3054443551
962	0.3054050644
963	0.3053730903
964	0.30533883
965	0.3053025481
966	0.3052621454
967	0.3052241248
968	0.3051605581
969	0.3051264677
970	0.305089991
971	0.3050555576
972	0.3050232237
973	0.304983063
974	0.3049288458
975	0.3048880158
976	0.3048442079
977	0.3048105447
978	0.3047804987
979	0.3047260412
980	0.3046908937
981	0.3046578708
982	0.304627451
983	0.3045940898
984	0.3045585208
985	0.3045238753
986	0.3044912183
987	0.3044572891
988	0.3044236672
989	0.3043931098
990	0.3043604623
991	0.3043273797
992	0.3042975267
993	0.3042661633
994	0.3041075941
995	0.3040691503
996	0.3040386554
997	0.304006393
998	0.3039767229
999	0.3039272125
