iter	Passed	Remaining
745	17174	5847
746	17220	5832
747	17231	5805
748	17247	5779
749	17257	5752
750	17269	5725
751	17286	5700
752	17314	5679
753	17334	5655
754	17341	5627
755	17351	5600
756	17382	5579
757	17399	5554
758	17410	5528
759	17417	5500
760	17434	5475
761	17485	5461
762	17497	5435
763	17507	5408
764	17531	5385
765	17551	5361
766	17564	5335
767	17576	5309
768	17605	5288
769	17638	5268
770	17650	5242
771	17665	5217
772	17692	5195
773	17703	5169
774	17721	5144
775	17749	5123
776	17760	5097
777	17781	5073
778	17799	5049
779	17819	5025
780	17832	5000
781	17839	4973
782	17859	4949
783	17877	4925
784	17902	4903
785	17914	4877
786	17952	4858
787	17971	4834
788	17982	4808
789	17994	4783
790	18006	4757
791	18017	4731
792	18040	4709
793	18070	4688
794	18088	4664
795	18099	4638
796	18111	4613
797	18121	4587
798	18134	4561
799	18169	4542
800	18183	4517
801	18197	4492
802	18224	4471
803	18242	4447
804	18275	4426
805	18284	4401
806	18290	4374
807	18303	4349
808	18344	4331
809	18366	4308
810	18384	4284
811	18435	4268
812	18454	4244
813	18467	4219
814	18477	4194
815	18499	4171
816	18540	4152
817	18555	4128
818	18576	4105
819	18592	4081
820	18599	4055
821	18607	4029
822	18622	4005
823	18639	3981
824	18647	3955
825	18674	3933
826	18695	3910
827	18703	3885
828	18714	3860
829	18727	3835
830	18741	3811
831	18781	3792
832	18819	3772
833	18846	3751
834	18862	3727
835	18882	3704
836	18895	3679
837	18915	3656
838	18934	3633
839	18958	3611
840	18965	3585
841	18977	3561
842	18998	3538
843	19025	3516
844	19044	3493
845	19076	3472
846	19091	3448
847	19105	3424
848	19116	3399
849	19128	3375
850	19150	3353
851	19186	3332
852	19221	3312
853	19234	3288
854	19242	3263
855	19261	3240
856	19280	3217
857	19309	3195
858	19326	3172
859	19351	3150
860	19383	3129
861	19394	3104
862	19412	3081
863	19438	3059
864	19457	3036
865	19480	3014
866	19489	2989
867	19500	2965
868	19524	2943
869	19535	2919
870	19551	2895
871	19589	2875
872	19600	2851
873	19608	2826
874	19624	2803
875	19647	2781
876	19657	2757
877	19664	2732
878	19673	2708
879	19684	2684
880	19716	2663
881	19773	2645
882	19807	2624
883	19821	2601
884	19836	2577
885	19845	2553
886	19863	2530
887	19890	2508
888	19910	2486
889	19924	2462
890	19940	2439
891	20004	2422
892	20037	2400
893	20091	2382
894	20114	2359
895	20128	2336
896	20143	2312
897	20204	2294
898	20221	2271
899	20234	2248
900	20241	2224
901	20254	2200
902	20380	2189
903	20554	2182
904	20569	2159
905	20599	2137
906	20627	2115
907	20681	2095
908	20701	2072
909	20708	2048
910	20723	2024
911	20803	2007
912	20812	1983
913	20833	1960
914	20865	1938
915	20879	1914
916	20903	1892
917	20935	1870
918	21010	1851
919	21019	1827
920	21039	1804
921	21087	1783
922	21139	1763
923	21148	1739
924	21164	1716
925	21251	1698
926	21276	1675
927	21316	1653
928	21357	1632
929	21393	1610
930	21427	1588
931	21501	1568
932	21518	1545
933	21532	1521
934	21544	1497
935	21562	1474
936	21575	1450
937	21591	1427
938	21618	1404
939	21657	1382
940	21675	1359
941	21685	1335
942	21702	1311
943	21721	1288
944	21736	1265
945	21744	1241
946	21755	1217
947	21799	1195
948	21842	1173
949	21925	1153
950	21948	1130
951	21961	1107
952	21984	1084
953	21996	1060
954	22029	1038
955	22061	1015
956	22078	992
957	22089	968
958	22100	944
959	22112	921
960	22149	898
961	22188	876
962	22196	852
963	22213	829
964	22220	805
965	22229	782
966	22242	759
967	22255	735
968	22274	712
969	22286	689
970	22300	666
971	22315	642
972	22328	619
973	22337	596
974	22343	572
975	22354	549
976	22374	526
977	22423	504
978	22467	481
979	22485	458
980	22508	435
981	22538	413
982	22651	391
983	22707	369
984	22740	346
985	22749	323
986	22770	299
987	22814	277
988	22863	254
989	22883	231
990	22893	207
991	22910	184
992	22934	161
993	22970	138
994	22985	115
995	23007	92
996	23043	69
997	23064	46
998	23079	23
999	23090	0
